Restaurant,Cuisine,Rating,PriceRange,Value,Tried,Thoughts,Would I Return,Website,Phone,address,neighborhood,Location,Latitude,Longitude
Sweetgreen,chain lol,8,$$,fair,"the one with pesto and chicken--earthbowl?, umami bowl, thai salad",awesome,yes,http://sweetgreen.com/,(202) 506-2956,1325 W St NW,Cardozo,Washington,38.919352,-77.030828
Sweetgreen,chain lol,8,$$,fair,"the one with pesto and chicken--earthbowl?, umami bowl, thai salad",awesome,yes,http://sweetgreen.com/,(202) 289-4674,1065 5th St NW,Northwest Washington,Washington,38.903575,-77.018892
Sweetgreen,chain lol,8,$$,fair,"the one with pesto and chicken--earthbowl?, umami bowl, thai salad",awesome,yes,http://sweetgreen.com/,(202) 554-7336,1212 4th St SE, ,Washington,38.875317,-77.00029
Sweetgreen,chain lol,8,$$,fair,"the one with pesto and chicken--earthbowl?, umami bowl, thai salad",awesome,yes,http://sweetgreen.com/,(202) 387-8888,1729 21st St NW,Dupont Circle,Washington,38.913506,-77.046476
Toro Bravo,spanish,8,$$,pretty good,"raddichio salad, seared scallops w/romesco, Grilled Octopus with heirloom pepper salad & fried pocha beans, paella toro, squid ink pasta","squid ink pasta was disappointing -- bland and too rich.  scallops were some of best i've ever had.  octopus was perfectly cooked, but weird flavors, paella was meh, everything else was good",possibly,http://www.torobravopdx.com,(503) 281-4464,120 NE Russell St,Eliot,Portland,45.540816,-122.663671
Toro Bravo,spanish,8,$$,pretty good,"raddichio salad, seared scallops w/romesco, Grilled Octopus with heirloom pepper salad & fried pocha beans, paella toro, squid ink pasta","squid ink pasta was disappointing -- bland and too rich.  scallops were some of best i've ever had.  octopus was perfectly cooked, but weird flavors, paella was meh, everything else was good",possibly,http://www.torobravopdx.com,(503) 281-4464,120 NE Russell St,Eliot,Portland,45.540816,-122.663671
Taqueria La Vaquita,mexican,8,$,above average,"chicken, steak, chorizo taco",steak taco was awesome.  loved the corn tortilla,maybe,http://www.lavaquitanc.com,(919) 402-0209,2700 Chapel Hill Rd,Tuscaloosa-Lakewood,Durham,35.976801,-78.936312
Taqueria La Vaquita,mexican,8,$,above average,"chicken, steak, chorizo taco",steak taco was awesome.  loved the corn tortilla,maybe,http://www.lavaquitanc.com,(919) 402-0209,2700 Chapel Hill Rd,Tuscaloosa-Lakewood,Durham,35.976801,-78.936312
ilili,mediterranean,9,$$$$,"i've seen worse, borderline $$$","Glazed Yams maple syrup / pistachio halawe / aleppo pepper, Arnabeet Meklecauliflower / red finger chili mint / labne tahini, Brussel Sprouts 14grapes / fig jam / walnuts / mint yogurt, Duck Shawarma  17duck magret  & chicken  fig puree / green onion / garlic whip, Lamb Makloubeh   eggplant / spiced rice / toasted nuts, ilili Candy bar chocolate ganache / fig caramel / pistachio.   Went March 2013 w/erica zendell and they didn't have yams on the menu anymore.; lentil spread (cold), kofta (lamb and beef sausage); semolina gnocchi","ALL SO GOOD.  loved the yams, brussel sprouts were good, but not that good.  loved the duck shwarma.  lamb w/rice; tasted as good as street meat; kofta made for great DIY gyro, lentil spread meh, gnocchi was great",yes!,http://www.ililinyc.com,(212) 683-2929,236 5th Ave,Midtown,New York,40.744311,-73.987745
Ippudo,ramen,9,$$$,it's $25 ramen...,charred spicy miso ramen; the akharan classic; pork belly,so rich but sooo good,yes!,http://www.ippudony.com,(212) 974-2500,321 W 51st St,Midtown West,New York,40.763439,-73.986602
Ippudo,ramen,9,$$$,it's $25 ramen...,charred spicy miso ramen; the akharan classic; pork belly,so rich but sooo good,yes!,http://www.ippudony.com,(212) 388-0088,65 4th Ave,Downtown,New York,40.730925,-73.99037
Domenica,pizza/italian,9,$$$,"expensive for the south, NYC average","pizzas: roasted carrot: goat cheese, red onion, brussels sprouts, beets & hazelnuts; mushroom: tomato, fontina, sweet onions, bacon & yard egg; garlic and clam; gorgonzola, apple, speck, and pecans; roasted cauliflower; Banana Zuppa Inglese-banana cake, bananas, crema cotta mousse & peanut brittle; chocolate budino - chocolate hazelnut pudding & candied hazelnuts","LOVED the roasted carrot; loved the mushroom, clam was good but didn't love it; gorgonzonla was pretty rich but good (mom and pujals really liked it); roasted cauliflower...tricked again by white people who've never had it; banana dessert was delish; hazelnut pudding wasn't special",yes!,http://www.pizzadomenica.com/,(504) 301-4978,4933 Magazine St,East Bank,New Orleans,29.920478,-90.108895
Taqueria Coatzingo,mexican,9,$,fair,chorizo and egg cemita,amazing.,yes!,http://coatzingorestaurant.com,(718) 424-1977,7605 Roosevelt Ave,Woodside,Jackson Heights,40.747103,-73.889352
Domenica,pizza/italian,9,$$$,"expensive for the south, NYC average","pizzas: roasted carrot: goat cheese, red onion, brussels sprouts, beets & hazelnuts; mushroom: tomato, fontina, sweet onions, bacon & yard egg; garlic and clam; gorgonzola, apple, speck, and pecans; roasted cauliflower; Banana Zuppa Inglese-banana cake, bananas, crema cotta mousse & peanut brittle; chocolate budino - chocolate hazelnut pudding & candied hazelnuts","LOVED the roasted carrot; loved the mushroom, clam was good but didn't love it; gorgonzonla was pretty rich but good (mom and pujals really liked it); roasted cauliflower...tricked again by white people who've never had it; banana dessert was delish; hazelnut pudding wasn't special",yes!,http://www.domenicarestaurant.com,(504) 648-6020,123 Baronne St,East Bank,New Orleans,29.95395,-90.071437
Gramercy Tavern,New American,9,$$$$$,All the food fit in the palm of my hand and I don't have shaq hands ,4 course tasting menu for $48; off menu bacon cheeseburger,hangar steak was so good.  LOVED the crispy quinoa LEMON ICE BOX!!  really liked the pecan tart as well. bacon cheeseburger was fantastic--bacon was delicious.  peach sundae dessert was good summer dessert but a bit too tart,yes! when i'm ok with spending $60 on dinner and leaving hungry...or when mom is in town again,http://www.gramercytavern.com,(212) 477-0777,42 E 20th St,Union Square,New York,40.738618,-73.98856
Cafe Habana,Cuban,10,$$,fair,"mexican corn, cuban sandwich",cuban sandwich is DELICIOUS--bread is amazing.  next time make sure to get more pickle; corn is good,yes!,http://www.cafehabana.com,(212) 625-2001,17 Prince St, ,New York,40.722868,-73.994178
Cafe Habana,Cuban,10,$$,fair,"mexican corn, cuban sandwich",cuban sandwich is DELICIOUS--bread is amazing.  next time make sure to get more pickle; corn is good,yes!,http://www.cafehabana.com/,(212) 625-2002,229 Elizabeth St, ,New York,40.722904,-73.994104
Jane,American (better brunch spot),10,$$$,pretty good,"brunch: benedict jane: crab cake/crawfish benedict, steak and eggs, chicken and waffles (waffle only); dinner: gnocchi, salmon-frites","brunch: delish, also loved the free rolls (raisin cranberry), steak and eggs were delish--steak was perfectly medium rare and had good cilantro pesto w/chili flakes, mac and cheese croquette was v. good--seasoning on the crust was best part; waffle in chicken and waffles a bit sweet--waffles came w/syrup already on it.  dinner: gnocchi is SO good.  basically fried cheese. rosemary fries sucked--soggy and limp fries w/a few rosemary leaves sprinkled on top; salmon was good but sunday ""deal"" is not a deal",yes!,http://janerestaurant.com,(212) 254-7000,100 W Houston St,NoHo,New York,40.727278,-74.000291
Umami Burger,burgers,10,$$,pricey and burgers are small.  ,"truffle, original, earthburger, tuna burger, truffle fries; umami truffle salad on arugula with goat cheese","fries were soggy, but the truffle cheese sauce is so good...original burger is best.  earth burger is meh, tuna is good (had raw) but not a good burger, better w/o bread.  truffle burger just tastes like v. juicy/greasy burger.  ***if want medium rare, order medium b/c med rare will be borderline rare; original burger is a bit like regular burger w/o truffle sauce on it; salad was really good",yea,http://umami.com,(212) 677-8626,432 Avenue Of The Americas, ,New York,40.734512,-73.998749
Umami Burger,burgers,10,$$,pricey and burgers are small.  ,"truffle, original, earthburger, tuna burger, truffle fries; umami truffle salad on arugula with goat cheese","fries were soggy, but the truffle cheese sauce is so good...original burger is best.  earth burger is meh, tuna is good (had raw) but not a good burger, better w/o bread.  truffle burger just tastes like v. juicy/greasy burger.  ***if want medium rare, order medium b/c med rare will be borderline rare; original burger is a bit like regular burger w/o truffle sauce on it; salad was really good",yea,http://www.umami.com/,(917) 728-4400,225 Liberty St,Downtown,New York,40.711342,-74.015196
Umami Burger,burgers,10,$$,pricey and burgers are small.  ,"truffle, original, earthburger, tuna burger, truffle fries; umami truffle salad on arugula with goat cheese","fries were soggy, but the truffle cheese sauce is so good...original burger is best.  earth burger is meh, tuna is good (had raw) but not a good burger, better w/o bread.  truffle burger just tastes like v. juicy/greasy burger.  ***if want medium rare, order medium b/c med rare will be borderline rare; original burger is a bit like regular burger w/o truffle sauce on it; salad was really good",yea,http://umamiburger.com, ,220 Vesey St,Lower Manhattan,New York,40.714713,-74.016542
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com,(646) 747-8770,366 Columbus Ave,West Side,New York,40.780832,-73.97648
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com,(646) 237-5035,154 E 86th St,Yorkville,New York,40.779146,-73.954957
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com,(646) 545-4600,215 Murray St,Tribeca,New York,40.715268,-74.014519
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com,(646) 517-5804,109 E 42nd St,East Side,New York,40.752698,-73.977245
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com/,(646) 517-5804,49 Grand Central Terminal,Tenderloin,New York,40.75268,-73.977408
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com/,(718) 507-6387,Citi Fld,North Corona,New York,40.758103,-73.845677
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com,(646) 747-7200,JFK Airport at Terminal 4,Brookville,New York,40.64371,-73.782112
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com/location/madison-square-park/,(212) 889-6600,12301 Roosevelt Ave,East Side,New York,40.741193,-73.988113
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com,(646) 668-4880,600 3rd Ave,East Side,New York,40.749582,-73.975768
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com,(646) 435-0135,691 8th Ave,Midtown West,New York,40.75838,-73.989246
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com,(212) 889-6600,11 Madison Ave,Midtown South,New York,40.741396,-73.988119
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com/,(212) 889-6600,47 Prince St,NoHo,New York,40.723572,-73.995742
Shake Shack,Burgers,9,$,pretty good,"burger, fries, custard, BLUEBERRY PIE CUSTARD!!!, corn dog","everything is good, but last time butter was a little heavy on the bun and left me not so satisfied...",yes,http://www.shakeshack.com/location/madison-square-park/,(212) 889-6600,2 E 23rd St, ,New York,40.741487,-73.98823
Sunny and Annie's,Asian Run Deli,9,$,what a deal,pho sandwich,SO GOOD.  not great when it gets cold,YES,http://www.sunnyandannies.com/,(212) 677-3131,94 Avenue B,East Village,New York,40.724566,-73.981622
Native Foods Cafe,vegan/veg,9.5,$$,pricey,"morrocan earth bowl, seasame kale macro bowl, lemonade, watermelon juice, chicken wings, saigon roll, oatmeal creme pie, apple pie, date cake, zucchini cake, azteca salad, gyro, reuben","love the moroccan bowl, sesame kale bowl was ok--get everything with tofu; oatmeal creme pie was pretty good, apple pie and watermelon juice are meh, lemonade is good; chicken wing was meh, saigon roll was pretty good; like the chicken wings this time (2014), date cake was ok (almost dry and bland), zucchini cake was moist but a bit sweet, gyro has promise",i love this place,http://www.nativefoods.com/,(773) 489-8480,1484 N Milwaukee Ave,West and Near West Side,Chicago,41.908783,-87.675182
Native Foods Cafe,vegan/veg,9.5,$$,pricey,"morrocan earth bowl, seasame kale macro bowl, lemonade, watermelon juice, chicken wings, saigon roll, oatmeal creme pie, apple pie, date cake, zucchini cake, azteca salad, gyro, reuben","love the moroccan bowl, sesame kale bowl was ok--get everything with tofu; oatmeal creme pie was pretty good, apple pie and watermelon juice are meh, lemonade is good; chicken wing was meh, saigon roll was pretty good; like the chicken wings this time (2014), date cake was ok (almost dry and bland), zucchini cake was moist but a bit sweet, gyro has promise",i love this place,http://www.nativefoods.com/,(773) 549-4904,1023 W Belmont Ave,Lakeview East,Chicago,41.939821,-87.655061
Native Foods Cafe,vegan/veg,9.5,$$,pricey,"morrocan earth bowl, seasame kale macro bowl, lemonade, watermelon juice, chicken wings, saigon roll, oatmeal creme pie, apple pie, date cake, zucchini cake, azteca salad, gyro, reuben","love the moroccan bowl, sesame kale bowl was ok--get everything with tofu; oatmeal creme pie was pretty good, apple pie and watermelon juice are meh, lemonade is good; chicken wing was meh, saigon roll was pretty good; like the chicken wings this time (2014), date cake was ok (almost dry and bland), zucchini cake was moist but a bit sweet, gyro has promise",i love this place,http://www.nativefoods.com/,(312) 332-6332,218 S Clark St,Printer's Row,Chicago,41.878853,-87.630742
Native Foods Cafe,vegan/veg,9.5,$$,pricey,"morrocan earth bowl, seasame kale macro bowl, lemonade, watermelon juice, chicken wings, saigon roll, oatmeal creme pie, apple pie, date cake, zucchini cake, azteca salad, gyro, reuben","love the moroccan bowl, sesame kale bowl was ok--get everything with tofu; oatmeal creme pie was pretty good, apple pie and watermelon juice are meh, lemonade is good; chicken wing was meh, saigon roll was pretty good; like the chicken wings this time (2014), date cake was ok (almost dry and bland), zucchini cake was moist but a bit sweet, gyro has promise",i love this place,http://www.nativefoods.com,(773) 241-7800,1518 E Harper Ct,Kennicott Place,Chicago,41.800271,-87.588278
Native Foods Cafe,vegan/veg,9.5,$$,pricey,"morrocan earth bowl, seasame kale macro bowl, lemonade, watermelon juice, chicken wings, saigon roll, oatmeal creme pie, apple pie, date cake, zucchini cake, azteca salad, gyro, reuben","love the moroccan bowl, sesame kale bowl was ok--get everything with tofu; oatmeal creme pie was pretty good, apple pie and watermelon juice are meh, lemonade is good; chicken wing was meh, saigon roll was pretty good; like the chicken wings this time (2014), date cake was ok (almost dry and bland), zucchini cake was moist but a bit sweet, gyro has promise",i love this place,http://www.nativefoods.com/,(312) 382-8600,14 S Clinton St,Loop,Chicago,41.881275,-87.64114
Delicious Dim Sum,chinese (dim sum),9.5,$,cheaaappp,"chives dumplings, shrimp dumplings, shumai, bbq pork buns",bbq pork buns have little filling,yesssss,http://www.deliciouscatering.com,(415) 781-0721,752 Jackson St,North Beach,San Francisco,37.795928,-122.407447
Good Mong Kok Bakery,chinese (dim sum),9.5,$,cheaaappp,"chives dumplings, shrimp dumplings, shumai","chives dumplings better than delicious dim sum, everything else about the same.  supposedly bbq pork buns better than delicious dim sum",yesssss,http://www.goodmongkokbakery.com/,(415) 397-2688,1039 Stockton St,Nob Hill,San Francisco,37.795483,-122.408226
Park Avenue Summer,new american,10,$$$$$,good sized nyc restaurant portions,"halibut w/truffles and egg; yellowfish tuna and avocado app, falafel and lamb meatballs; dessert: peaches and grits, blueberry w/semonlina cake","halibut was great, free bread was fantastic, raw tuna and avocado app was v. good and i dont like raw tuna; falafel crusted lamb meatballs were ok; dessert was pretty but disappointing and disconnected.  like 5 diff desserts ",yesss,http://parkavenyc.com/,(212) 951-7111,360 Park Ave S,Midtown South,New York,40.742128,-73.985247
J.P. Licks,ice cream,10,$,cheap,OATMEAL HARD YOGURT,"tastes like ice cream, fat nutritional content like yogurt ",I CANT WAIT,http://www.jplicks.com,(857) 233-5805,1106 Boylston St,Fenway,Boston,42.347026,-71.088668
J.P. Licks,ice cream,10,$,cheap,OATMEAL HARD YOGURT,"tastes like ice cream, fat nutritional content like yogurt ",I CANT WAIT,http://www.jplicks.com/,(617) 566-6676,1618 Tremont St,Back Of The Hill,Boston,42.333737,-71.103882
J.P. Licks,ice cream,10,$,cheap,OATMEAL HARD YOGURT,"tastes like ice cream, fat nutritional content like yogurt ",I CANT WAIT,http://www.jplicks.com/,(857) 233-2771,150 Charles St,Beacon Hill,Boston,42.360178,-71.070912
Keste Pizza & Vino,Pizza,10,$$$,Pretty good value still because its two meals ,"Special pizza: mozz or burrata (maybe both), with cherry tomatoes, basil, truffle oil, prosciutto --AMAZINGG!!!; keste pizza -- arugula, prosciutto, mozz, something else on tomato sauce","Great crust, not enough tomato sauce, cheese was SO fresh and lots of it; keste was meh.  I think white pizza there better",CHEAA,http://www.kestepizzeria.com,(212) 243-1500,271 Bleecker St,Downtown,New York,40.731516,-74.003048
Wafles and Dinges,Dessert,10,$,pricey,"speculoos ice cream, speculoos spread, waffle","spread is legit, ice cream is good, but a little off, waffle is legit belgian",yes!,http://www.wafelsanddinges.com/,(866) 429-7329,15 Centre St,Chinatown,New York,40.712441,-74.004892
Wafles and Dinges,Dessert,10,$,pricey,"speculoos ice cream, speculoos spread, waffle","spread is legit, ice cream is good, but a little off, waffle is legit belgian",yes!,http://www.wafelsanddinges.com,(646) 257-2592,161 W 22nd St,West Village,New York,40.743372,-73.99538
Clinton Street Bakery,American,10,$$,pricey,"Pancakes, biscuits, fried chicken, jalape棲o cornbread, kale","Kale was oily, cornbread was eh, biscuits were not bad, but not southern biscuits; zero wait for dinner",Yea for the pancakes ,http://www.clintonstreetbaking.com,(646) 602-6263,4 Clinton St,East Village,New York,40.721173,-73.983898
Sunrise Biscuit Kitchen,southern,10,$,cheap,chicken biscuits,"after hyping up the sandwich to some northerners...iris: ""mmmm this biscuit is so good...i haven't even go to the chicken part yet""",yes!,http://www.sunrisebiscuits.com/main.html?src=/,(919) 933-1324,1305 E Franklin St,Ridgefield,Chapel Hill,35.927479,-79.03555
Halal Guys,food cart,10,$,2 meals in one ,CHICKEN AND RICE,don't eat for lunch,yes!!!,http://www.53rdand6th.com,(347) 527-1505,W 53rd St,Midtown,New York,40.761786,-73.979158
Halal Guys,food cart,10,$,2 meals in one ,CHICKEN AND RICE,don't eat for lunch,yes!,http://www.thehalalguysny.com/,(347) 527-1505,307 E 14th St,Midtown,New York,40.732282,-73.984451
Halal Guys,food cart,10,$,2 meals in one ,CHICKEN AND RICE,don't eat for lunch,yes!,http://53rdand6th.com/,(212) 586-7000,6th Avenue At, ,New York,40.763016,-73.982374
Halal Guys,food cart,10,$,2 meals in one ,CHICKEN AND RICE,don't eat for lunch,yes!,http://www.53rdand6th.com,(347) 527-1505,1300 Avenue Of The Americas,San Juan Hill,New York,40.761702,-73.979102
Cafe Ollin,mexican,10,$,fair,spicy pork cemita,"bread was a little chewy, maybe because it was takeout but sandwich was delicious.  pork was a little spicy to my liking, couldn't taste much of other ingredients.  sandwich was the size of my face.  liked the chicken better--bread wasn't chewy",yes!!!,http://www.cafeollin.com,(212) 828-3644,339 E 108th St,Spanish Harlem,New York,40.791165,-73.939612
Totto Ramen,Ramen,10,$$,fair,regular and spicy; miso w/chicken; niku (extra meat),"cheaper than ippodo, but not as rich.  next time get spicy (one jean got).  miso is really good, noodles are perfectly cooked, and you don't feel like crap after.  jae got large/extra pork one (niku?) and they're diff noodles -- liked those noodles better and maybe broth too",yes!,http://www.tottoramen.com,(212) 582-0052,366 W 52nd St,Midtown West,New York,40.764434,-73.98753
Totto Ramen,Ramen,10,$$,fair,regular and spicy; miso w/chicken; niku (extra meat),"cheaper than ippodo, but not as rich.  next time get spicy (one jean got).  miso is really good, noodles are perfectly cooked, and you don't feel like crap after.  jae got large/extra pork one (niku?) and they're diff noodles -- liked those noodles better and maybe broth too",yes!,http://tottoramen.com/,(646) 596-9056,464 W 51st St,Midtown West,New York,40.765064,-73.991004
Two Little Red Hens,Bakery,10,$,pricey,red velvet cake with cream cheese frosting,i dont like cake but i wanted to eat the whole damn thing,yes!,http://www.twolittleredhens.com,(212) 452-0476,1652 2nd Ave,Yorkville,New York,40.777569,-73.951872
Ike's Place,sandwiches,10,$$,decent,"2015: Spiffy Tiff on Dutch Crunch 2014: Going Home For Thanksgiving on sourdough (Cranberry Sauce, Havarti, Sriracha, Turkey) and Menage a Trois (BBQ, Cheddar, Halal Chicken, Honey Mustard, Pepper Jack, Real Honey, Swiss) on dutch crunch","delicious, filling, messy and wet sandwiches.  siracha added interesting flavor. bread was delicious.  spiffy tiffy was w/deli turkey b/c they ran out of chicken--mushrooms was the best part of the sandwich",yes!,http://www.ilikeikesplace.com,(415) 553-6888,3489 16th St,Mastro,San Francisco,37.76435,-122.43078
Ike's Place,sandwiches,10,$$,decent,"2015: Spiffy Tiff on Dutch Crunch 2014: Going Home For Thanksgiving on sourdough (Cranberry Sauce, Havarti, Sriracha, Turkey) and Menage a Trois (BBQ, Cheddar, Halal Chicken, Honey Mustard, Pepper Jack, Real Honey, Swiss) on dutch crunch","delicious, filling, messy and wet sandwiches.  siracha added interesting flavor. bread was delicious.  spiffy tiffy was w/deli turkey b/c they ran out of chicken--mushrooms was the best part of the sandwich",yes!,http://www.ilikeikesplace.com,(415) 841-0369,1650 Holloway Ave,Lakeside,San Francisco,37.722407,-122.478507
Ample Hills Creamery,ice cream,10,$,average,"oatmeal cookie, cracked caramel, birthday cake, butterscotch w/bourbon, butterscotch pudding (has whiskey), it comes from gowanus, pretzel stout, the munchies","sizes decent, everything is good.  oatmeal, pretzel stout (sweet and salty), it comes from gowanus, butterscotch w/bourbon, and birthday cake probly favs.  butterscotch pudding and cracked caramel too sweet.  couldn't differentiate mix ins in the munchies but it was good",yes!,http://www.amplehills.com,(347) 240-3926,623 Vanderbilt Ave,Adelphi,Brooklyn,40.678565,-73.968275
Citrico,mexican,10,$,pretty cheap,"truffle corn quesadilla, spinach and squash blossom quesadilla, beets and mole tostada, corn enquites? small plate  2nd trip: also tried octopus and shrimp tostada, duck enchiladas with mole","quesadillas were delicious, but spinach was better.  loved it.  not too heavy.  beets and mole tostada was amazing too.  corn small plate was soup and meh.  octopus tostada was not bad, but it had olives.  duck enchiladas with mole were good but nothing special.",yes!!!,http://www.citricobrooklyn.com,(347) 955-4519,681 Washington Ave,Prospect Hights,Brooklyn,40.67696,-73.963543
Lou Malnati's,pizza (deep dish),10,$$,good deal,deep dish! with spinach and mushroom,SO GOOD,yes!,http://www.loumalnatis.com,(312) 828-9800,439 N Wells St,Near North Side,Chicago,41.890308,-87.633938
Lou Malnati's,pizza (deep dish),10,$$,good deal,deep dish! with spinach and mushroom,SO GOOD,yes!,http://www.loumalnatis.com,(312) 725-7777,1120 N State St,Near North Side,Chicago,41.902602,-87.628601
Lou Malnati's,pizza (deep dish),10,$$,good deal,deep dish! with spinach and mushroom,SO GOOD,yes!,http://www.loumalnatis.com/,(773) 762-0800,3859 W Ogden Ave,North Lawndale,Chicago,41.851828,-87.722002
Lou Malnati's,pizza (deep dish),10,$$,good deal,deep dish! with spinach and mushroom,SO GOOD,yes!,http://www.loumalnatis.com,(773) 395-2400,1520 N Damen Ave,West Town,Chicago,41.908931,-87.677726
Lou Malnati's,pizza (deep dish),10,$$,good deal,deep dish! with spinach and mushroom,SO GOOD,yes!,http://www.loumalnatis.com,(773) 832-4030,958 W Wrightwood Ave,Depaul,Chicago,41.929057,-87.653441
Lou Malnati's,pizza (deep dish),10,$$,good deal,deep dish! with spinach and mushroom,SO GOOD,yes!,http://www.loumalnatis.com,(312) 786-1000,805 S State St,South Loop,Chicago,41.871398,-87.627447
Lou Malnati's,pizza (deep dish),10,$$,good deal,deep dish! with spinach and mushroom,SO GOOD,yes!,http://www.loumalnatis.com/chicago-lincoln-square-north-center,(773) 654-4000,4340 N Lincoln Ave, ,Chicago,41.960681,-87.683488
Lou Malnati's,pizza (deep dish),10,$$,good deal,deep dish! with spinach and mushroom,SO GOOD,yes!,http://www.loumalnatis.com,(312) 243-4000,1235 W Randolph St,Near West Side,Chicago,41.884021,-87.657942
Neopol,smoked fish,10,$,pretty good,"salmon BLT (freshly smoked with our freerange bacon, tomato and field greens with honey dijon dressing on sunflower flaxseed bread)",SO GOOD.  the bacon might have been smoked too.  lots of meat for the price,YES,http://neopolsmokery.com/,(202) 543-1864,1309 5th St NE,Sursum Corda Cooperative,Washington,38.908386,-76.99736
Tony Luke's,philly cheesesteak,10,$,fair,chicken cheesesteak -- little nicky with spinach; roast beef italian w/spinach; cheesesteak w/american and onions,"SO GOOD.  little nicky is HUGE with chicken, ham, mushrooms, cheese, didn't charge me to the spinach add for some reason :).  skip the roast beef.  not a big red meat eater but cheeseteak is solid",YES,http://www.tonylukes.com,(215) 465-1901,26 E Oregon Ave,Whitman,Philadelphia,39.913915,-75.148725
New World Mall Food court,Chinese,10,$,what a deal,"MALATANG!, ginger scallion lobster",2nd level -- weila is my level,YES,http://www.newworldmallny.com/en/food-court,(718) 353-0551,13620 Roosevelt Ave,Down Town Flushing,Flushing,40.759611,-73.829281
27 Sunshine,Dim Sum,10,$,what a deal,everything steamed with shrimp; pan fried chive dumplings; pumpkin niangao!,great dimsum,YES, ,(212) 374-1319,46 Bowery,Lower Manhattan,New York,40.715716,-73.996556
Caracol,mexican,10,$$$$,pretty fair,"sunday brunch buffet: octopus salad, quinoa salad, cauliflower salad, salsa and chips, shrimp cocktail salad, fish tamale, fish enchilada, mollete, crab cake benedict, cured salmon, salmon tartar, lamb chop (with some cinnamony spice), beef rib with green sauce, beef cheek, refried beans, rice, finger foods (taquito, mushroom quesadilla, chicken sopes, pulled pork cup things), dessert: coconut macaroons, pistachio cake, powder cookies, churro, almond cookies, banana cake, tres leches, fig dessert, brownie","salads (minus shrimp coctail) were AMAAZZINNGGG, salsa was super fresh tasting, chips were amazing.  salmon tartar, taquitos, pulled pork cups, and chicken sopes, all awesome.  only things not impressed with: tamales, fish enchiladas.  everything else was v. good, but didn't love.  tres leches was good but too sweet for me",YES, ,(713) 226-7935,3809 Market St,Greater Fifth Ward,Houston,29.772706,-95.3317
Cocoron,soba,10,$$,pretty good,"Stamina dip with radish, poached egg, and nori","SO GOOD.  skip the radish next time, maybe get extra broth",YES,http://cocoron-soba.com/,(212) 925-5220,61 Delancey St, ,New York,40.719114,-73.990871
Yechon,korean,10,$$,good,"beef and seafood casserole, bulgogi","bbq not as good as seoul, casserole was awesome -- lots of meat and octopus, large portion, casserole flavor was great",YES,http://www.yechon.com/,(703) 914-4646,4121 Hummer Rd,Pleasant Ridge,Annandale,38.833904,-77.20999
Banh Mi Saigon,banh mi,10,$,what a steal,Chicken banh mi (#2),SO GOOD,YES,http://www.banhmisaigonnyc.com,(212) 941-1541,198 Grand St,Chinatown,New York,40.719167,-73.996723
